@relation 'flopRank Instances list'

@attribute playersLeft numeric
@attribute position numeric
@attribute flopRank numeric
@attribute id numeric

@data
2,1,396514,1647793
2,1,337038,1647795
2,1,384438,1647797
9,6,-1,1647804
8,4,358644,1647811
8,3,-1,1647818
8,8,-1,1647831
8,7,-1,1647838
4,4,-1,1647855
4,4,394889,1647859
2,1,386051,1647860
2,1,386454,1647862
2,2,365587,1647865
7,4,395215,1648402
8,4,-1,1648409
8,2,368320,1648415
8,1,366320,1648422
8,8,-1,1648437
8,5,-1,1648442
6,3,-1,1648448
6,1,-1,1648452
6,6,-1,1648463
6,3,397242,1648466
2,2,332280,1649467
2,1,365771,1649468
4,4,-1,1649473
4,3,2227808,1649476
4,2,-1,1649479
4,1,388649,1649482
4,4,-1,1649489
5,5,-1,1649494
5,4,366332,1649498
5,3,337703,1649502
5,2,275877,1649506
4,4,-1,1649513
4,2,744164,1649515
4,3,390988,1649520
4,2,335376,1649523
4,1,-1,1649526
4,2,-1,1649531
4,1,-1,1649534
4,3,-1,1649540
4,3,358644,1649544
4,1,-1,1649546
4,4,744749,1649553
3,1,390445,1649554
3,2,-1,1649558
3,3,335154,1649562
3,3,-1,1649565
3,2,359194,1649567
2,1,183040,1649569
2,1,381135,1649571
2,2,275873,1649574
2,1,361208,1649575
2,2,375299,1649578
2,2,294749,1649580
2,1,306466,1649581
2,1,304408,1649583
2,2,366067,1649586
2,1,294749,1649587
2,2,380057,1649590
2,1,330591,1649591
2,1,213812,1649593
2,1,149747,1649595
2,1,390677,1649597
2,1,393019,1649599
2,2,351871,1649602
2,2,361180,1649604
2,1,275694,1649605
2,2,744498,1649608
2,1,244739,1649609
2,1,391050,1649611
3,3,304449,1649615
3,2,384079,1649617
3,1,-1,1649619
3,3,-1,1649624
3,2,743943,1649626
3,1,-1,1649628
3,2,368667,1649632
2,1,386104,1649634
3,2,-1,1649637
3,2,352053,1649640
2,2,271116,1649643
2,2,361010,1649645
2,2,337771,1649647
2,2,399105,1649649
4,1,303706,1649650
4,3,383347,1649656
4,2,306465,1649659
3,1,395356,1649662
4,3,-1,1649667
4,2,375622,1649670
4,1,-1,1649673
5,3,-1,1649679
6,3,-1,1649684
6,2,-1,1649689
6,5,356772,1649698
6,1,-1,1649700
6,6,-1,1649711
6,1,-1,1649727
6,5,-1,1649737
6,3,394863,1649741
6,6,336674,1649750
5,2,-1,1649752
5,1,390864,1649756
5,5,-1,1649765
5,3,-1,1649768
5,2,384009,1649772
5,5,-1,1649780
5,3,2227848,1649783
5,2,-1,1649787
6,6,-1,1649796
5,3,-1,1649799
6,1,-1,1649802
7,7,-1,1649814
6,5,-1,1649819
8,6,-1,1649826
8,5,-1,1649833
8,4,-1,1649840
5,1,-1,1649845
5,3,-1,1649852
5,2,330633,1649856
5,3,-1,1649862
5,2,397064,1649866
4,4,399467,1649873
5,3,-1,1649876
5,5,384430,1649883
5,3,-1,1649886
6,1,-1,1649889
6,6,397176,1649900
6,1,-1,1649901
6,5,-1,1649911
6,2,1115017,1649914
6,1,-1,1649919
4,3,-1,1649927
4,4,-1,1649932
3,1,390962,1649933
3,1,399104,1649936
3,3,-1,1649941
3,3,365586,1649944
3,1,399274,1649945
3,1,-1,1649948
3,3,399388,1649953
4,3,337378,1649994
4,1,-1,1649996
4,2,379288,1650001
6,4,-1,1650007
6,3,-1,1650012
6,1,381529,1650016
7,5,-1,1650026
6,3,-1,1650031
6,1,-1,1650050
6,5,744379,1650060
5,1,-1,1650062
5,5,-1,1650071
5,1,393232,1650072
5,4,-1,1650080
5,3,-1,1650084
5,2,394162,1650088
5,5,-1,1650096
5,3,-1,1650099
5,3,-1,1650104
6,1,337589,1650107
6,4,-1,1650116
6,6,-1,1650124
7,4,-1,1650128
7,3,399105,1650134
6,2,-1,1650140
6,6,-1,1650150
6,3,-1,1650153
7,7,-1,1650163
8,5,-1,1650168
8,3,-1,1650174
8,2,397570,1650181
7,1,-1,1650188
7,6,399360,1650200
7,7,744023,1650208
8,3,-1,1650211
7,6,-1,1650229
7,5,-1,1650235
6,5,399649,1650242
6,2,-1,1650245
5,1,398919,1650250
5,4,-1,1650258
4,1,-1,1650260
4,3,391030,1650266
4,2,-1,1650269
3,1,382070,1650272
3,1,-1,1650275
3,3,-1,1650280
3,1,-1,1650281
5,4,380967,1650287
5,3,-1,1650291
6,2,-1,1650295
6,1,-1,1650300
8,6,-1,1650311
8,5,-1,1650318
8,4,-1,1650325
8,3,-1,1650332
7,5,-1,1650503
7,3,-1,1650508
7,2,-1,1650514
7,1,-1,1650520
5,4,-1,1650530
5,4,-1,1650535
8,2,-1,1650554
7,6,-1,1650566
7,5,399274,1650572
7,4,-1,1650578
7,1,354433,1650582
7,7,-1,1650595
7,6,-1,1650601
7,3,-1,1650605
7,2,-1,1650611
7,1,-1,1650617
5,1,361205,1650624
5,5,334842,1650633
5,3,-1,1650636
5,4,-1,1650642
5,1,393966,1650644
5,5,-1,1650653
4,2,388599,1650655
4,4,366329,1650661
4,1,-1,1650662
4,4,337754,1650669
4,3,-1,1650672
5,1,-1,1650674
5,5,-1,1650683
4,2,-1,1650685
4,1,302068,1650688
4,4,-1,1650695
3,1,390782,1656971
3,1,-1,1656974
3,3,397215,1656979
3,2,386022,1656981
3,1,-1,1656983
3,3,-1,1656988
3,3,368122,1656991
3,1,744767,1656992
3,1,335365,1656995
3,3,-1,1657000
4,4,-1,1659155
4,3,384050,1659158
3,1,1115379,1659160
4,2,390848,1659164
4,3,337040,1659169
3,2,336674,1659172
3,3,337548,1659176
4,1,-1,1659177
4,4,330436,1659184
4,3,390470,1659187
4,4,-1,1659192
4,1,-1,1659193
4,3,337196,1659199
4,4,-1,1659204
4,1,388259,1659205
4,4,2227764,1659212
4,2,393796,1659214
4,4,363925,1659220
5,1,386556,1659221
3,3,-1,1659228
3,2,375583,1659230
3,3,397255,1659234
3,2,744391,1659236
2,2,395402,1659239
2,2,399471,1659241
2,2,395345,1659243
2,1,396514,1659244
2,1,304396,1659246
2,2,366333,1659249
2,1,373387,1659250
2,2,381161,1659253
2,1,381681,1659254
2,2,744137,1659257
2,1,382078,1659258
2,2,386274,1659261
2,2,383515,1659263
2,1,240188,1659264
2,2,399440,1659267
2,1,337759,1659268
2,1,1114677,1659270
2,2,399455,1659273
2,2,365391,1659275
3,3,-1,1659278
3,3,361207,1659281
3,1,396709,1659282
2,2,398712,1659286
4,1,383840,1659287
4,2,397568,1659292
4,4,-1,1659298
4,3,376740,1659301
5,5,328070,1659307
6,4,-1,1659311
5,1,373413,1659314
5,3,-1,1659321
3,2,388853,1659392
3,1,-1,1659394
3,3,390780,1659399
3,2,743965,1659401
4,2,394656,1659404
4,4,2227922,1659410
4,3,337548,1659413
4,1,744488,1659415
4,4,363403,1659422
4,2,382189,1659424
4,1,330435,1659427
5,4,-1,1659434
5,2,-1,1659437
5,4,-1,1659444
6,3,-1,1659448
6,1,1115734,1659452
6,4,399230,1659461
5,4,1114283,1659467
4,4,361363,1659472
4,3,390808,1659475
4,1,-1,1659477
4,4,332464,1659484
4,3,-1,1659487
4,3,-1,1659491
4,4,375390,1659496
4,2,-1,1659498
4,4,-1,1659504
4,3,375486,1659507
4,2,182871,1659510
4,1,-1,1659513
6,6,302043,1659539
6,2,1114314,1659541
6,1,-1,1659546
6,5,397256,1659556
6,4,399607,1659561
7,7,-1,1659570
6,5,359011,1659575
6,3,-1,1659579
6,1,-1,1659583
6,5,-1,1659593
5,2,-1,1659596
5,5,-1,1659604
5,3,386426,1659607
5,2,337573,1659611
5,4,363912,1659618
7,2,-1,1659635
6,2,-1,1666264
5,3,-1,1666271
5,2,396881,1666275
5,1,-1,1666279
6,5,367757,1666288
7,6,384403,1666295
7,2,-1,1666298
7,7,-1,1666310
8,5,-1,1666315
9,2,-1,1666320
3,1,-1,1666447
3,2,392331,1666451
5,5,335027,1666457
5,5,-1,1666462
6,4,382227,1666466
6,3,-1,1666471
6,6,-1,1666480
6,5,398372,1666485
6,4,392850,1666490
5,4,183053,1666496
5,2,1115857,1666499
5,1,-1,1666503
7,1,240006,1666508
7,7,-1,1666521
9,8,366277,1666529
9,7,-1,1666537
9,6,-1,1666545
9,5,-1,1666553
9,4,-1,1666561
8,5,-1,1666571
8,4,396894,1666578
7,2,1114722,1666584
7,7,-1,1666596
6,3,-1,1666599
6,2,-1,1666604
5,1,-1,1666609
5,2,-1,1666615
5,1,-1,1666619
5,5,-1,1666628
4,3,-1,1666631
5,5,363897,1666637
5,1,385726,1666638
5,4,-1,1666646
5,5,368149,1666652
4,3,-1,1666655
4,2,383344,1666658
6,4,-1,1666664
6,3,-1,1666679
6,1,385882,1666683
5,3,-1,1666691
2,2,337391,1666695
2,2,304452,1666697
2,2,384008,1666699
3,2,337012,1666701
3,1,399035,1666703
5,4,368475,1666709
5,3,-1,1666713
5,2,399633,1666717
5,4,-1,1666724
4,2,-1,1666727
4,2,-1,1666731
4,1,743989,1666734
4,4,744553,1666741
4,3,-1,1666744
5,1,-1,1666746
3,1,388260,1668022
3,2,-1,1668026
3,3,-1,1668030
5,2,1114477,1668032
5,5,-1,1668040
5,4,-1,1668044
5,5,-1,1668050
5,4,399218,1668054
5,4,-1,1668063
5,3,-1,1668067
5,3,-1,1668072
5,1,375289,1668075
5,5,1115511,1668084
5,4,-1,1668088
5,2,377824,1668091
5,5,-1,1668099
5,1,-1,1668100
5,4,395304,1668108
5,2,-1,1668111
5,1,-1,1668115
5,3,365419,1668122
5,5,-1,1668129
5,4,-1,1668133
5,5,-1,1668139
5,4,-1,1668143
6,1,387755,1668145
8,8,-1,1668212
8,6,-1,1668218
6,3,366264,1668223
6,4,-1,1668230
6,3,-1,1668235
5,1,-1,1668239
5,2,-1,1668253
5,4,-1,1668260
5,3,363753,1668264
5,3,-1,1668269
5,4,-1,1668287
5,3,268751,1668291
5,2,-1,1668295
5,1,399273,1668299
5,5,398555,1668308
5,1,-1,1668309
4,3,-1,1668316
4,4,373101,1668321
5,3,397177,1668324
5,4,354068,1668330
4,4,-1,1668335
4,4,-1,1668339
4,2,306648,1668341
4,2,382967,1668345
5,2,-1,1668349
5,1,397242,1668353
3,1,375483,1668358
3,2,744683,1668362
3,1,302058,1668364
3,2,-1,1668368
3,1,-1,1668370
3,3,1114806,1668375
3,2,-1,1668377
3,3,-1,1668381
3,2,-1,1668383
3,2,359191,1668386
3,2,743106,1668389
4,2,1115129,1668392
4,1,368487,1668395
4,4,743655,1668402
4,3,397610,1668405
4,2,-1,1668408
4,1,394892,1668411
4,4,392866,1668418
4,3,332814,1668421
4,2,-1,1668424
4,1,388599,1668427
4,2,399061,1668432
3,1,395387,1668435
3,2,384436,1668439
4,4,-1,1668444
4,2,-1,1668446
4,4,-1,1668452
4,3,-1,1668455
4,2,358983,1668458
4,4,268568,1668470
4,3,395228,1668473
4,2,-1,1668476
4,1,-1,1668479
4,3,-1,1668485
4,2,372922,1668488
4,1,375287,1668491
4,2,363954,1668496
4,1,-1,1668499
4,3,-1,1668505
4,2,-1,1668508
4,4,743852,1668514
5,1,-1,1668515
5,5,-1,1668524
5,2,1485177,1668526
5,1,396908,1668530
5,5,-1,1668539
5,3,-1,1668542
5,2,297128,1668546
5,1,-1,1668550
5,4,-1,1668558
5,3,391042,1668562
5,2,394527,1668566
5,1,744530,1668570
5,5,-1,1668758
5,4,377472,1668762
4,2,-1,1668765
4,1,-1,1668768
5,4,-1,1668775
5,5,-1,1668785
5,4,-1,1668789
5,5,-1,1668806
7,5,-1,1668811
5,5,-1,1670551
5,4,-1,1670555
5,1,-1,1670557
5,5,-1,1670566
6,5,-1,1670571
7,6,-1,1670578
8,6,-1,1670585
7,4,-1,1670591
7,3,-1,1670597
8,2,1115128,1670603
9,9,-1,1670618
5,1,1485179,1670685
5,5,-1,1670694
5,4,-1,1670698
5,2,-1,1670701
3,2,-1,1670706
2,2,386572,1670745
2,1,397049,1670746
2,1,1115218,1670748
2,1,337572,1670750
2,1,386634,1670752
2,2,743469,1670755
2,1,273299,1670756
2,2,368708,1670759
3,1,391783,1670760
3,2,397219,1670764
3,2,-1,1670767
4,4,391046,1670772
4,3,382220,1670775
5,3,399627,1670779
5,2,-1,1670783
5,3,328239,1670789
5,2,361572,1670793
5,1,1115224,1670797
5,5,-1,1670806
5,5,-1,1670811
5,4,-1,1670815
5,5,386400,1670821
5,2,744114,1670823
6,6,-1,1670832
6,1,-1,1670833
6,6,-1,1670844
6,5,381473,1670849
5,2,335205,1670852
5,1,375559,1670856
5,3,366329,1670863
5,5,-1,1670870
6,2,373248,1670872
6,1,365419,1670877
6,5,-1,1670887
6,2,1115327,1670890
7,5,-1,1670899
6,3,-1,1670904
6,1,-1,1670908
6,6,-1,1670919
7,4,-1,1670923
7,3,-1,1670929
7,2,368347,1670935
7,1,306462,1670941
7,6,-1,1670953
7,5,-1,1670959
7,2,329901,1670963
7,1,-1,1670969
7,5,-1,1670980
6,6,-1,1670988
6,5,-1,1670993
6,3,-1,1670997
5,3,-1,1671003
6,4,-1,1671009
6,2,386261,1671013
2,1,384022,1671818
2,2,244767,1671821
2,1,275680,1671822
2,2,365600,1671825
2,1,377728,1671826
2,2,368151,1671829
2,2,386065,1671831
2,1,335027,1671832
2,2,743477,1671835
4,4,378967,1671955
4,3,1115000,1671958
4,4,-1,1672277
5,3,-1,1672280
6,1,-1,1672283
6,5,-1,1672293
6,4,-1,1672298
5,1,361192,1672301
5,5,374545,1672310
6,4,-1,1672314
6,3,-1,1672319
6,2,395242,1672324
6,5,-1,1672333
6,4,-1,1672338
7,3,-1,1672343
7,3,-1,1672350
7,1,-1,1672355
9,5,-1,1673340
8,2,-1,1673346
8,1,377679,1673353
8,6,-1,1673366
7,2,368526,1677405
6,6,379865,1677416
7,3,-1,1677419
3,3,368108,1679398
3,2,363767,1679400
2,1,393021,1682906
3,1,383345,1682908
3,3,-1,1682913
4,1,268568,1682914
4,2,372921,1682919
3,1,-1,1682922
2,1,306462,1682925
3,2,367967,1682928
4,2,-1,1682931
4,4,744206,1682937
5,3,-1,1682940
5,1,382192,1682943
4,1,-1,1682948
4,1,-1,1682952
5,3,399457,1682958
5,1,-1,1682961
5,5,382259,1682970
5,4,-1,1682974
6,1,-1,1682976
6,5,-1,1682986
6,2,330239,1682989
6,5,399102,1682998
6,1,-1,1683000
6,1,-1,1683006
6,6,-1,1683017
6,1,390471,1683018
6,4,-1,1683027
6,3,-1,1683032
5,4,399622,1683039
5,5,-1,1683045
5,4,-1,1683049
5,2,368149,1683052
5,1,-1,1683056
5,2,-1,1683062
5,1,306648,1683066
5,4,388487,1683074
4,4,-1,1683079
4,3,397597,1683082
4,2,366135,1683085
4,4,-1,1683091
4,4,-1,1683095
4,2,-1,1683097
4,2,743301,1683101
4,1,-1,1683104
2,2,744536,1683109
2,2,392486,1683111
2,1,386456,1683112
2,2,387751,1683115
2,1,384219,1683116
2,1,388571,1683118
2,2,363194,1683121
2,2,389936,1683123
2,2,744009,1683125
2,2,1115509,1683127
2,1,303889,1683128
2,1,379808,1683130
2,1,337753,1683132
2,1,328068,1683134
2,1,386646,1683136
6,1,-1,1683245
6,6,363896,1683256
4,2,366302,1683258
6,5,-1,1683265
6,1,-1,1683267
6,4,-1,1683276
6,2,388544,1683280
6,1,335024,1683285
5,2,381685,1683292
4,1,-1,1683296
4,4,361192,1683303
7,2,388781,1687995
6,6,386092,1688006
7,6,-1,1688012
4,2,387727,1688015
6,2,-1,1688935
5,5,-1,1688944
6,4,-1,1688948
6,3,-1,1688953
6,2,306423,1688958
6,1,-1,1688963
8,4,-1,1688972
5,1,-1,1688977
4,3,-1,1688984
4,2,358814,1688987
4,1,-1,1688990
4,3,273511,1688996
3,3,381875,1692023
3,3,363741,1692026
3,2,-1,1692028
3,1,356814,1692030
3,1,386655,1692033
3,1,-1,1692036
3,3,-1,1692041
3,2,372869,1692043
3,1,398866,1692045
3,1,365742,1692048
3,3,363769,1692053
5,2,-1,1692055
5,4,743495,1693373
5,3,-1,1693377
5,2,-1,1693381
5,5,1485184,1693389
5,4,-1,1693393
5,1,-1,1693395
5,4,-1,1693403
5,5,-1,1693409
8,5,-1,1696491
8,3,-1,1696497
3,2,399428,1696871
3,3,375297,1696875
3,2,-1,1696877
3,1,379502,1696879
2,2,388822,1696883
2,1,366288,1696884
2,1,390865,1696886
2,1,356629,1696888
2,1,384048,1696890
2,1,336843,1696892
4,4,-1,1696897
4,3,-1,1696900
4,2,384455,1696903
4,2,-1,1696907
4,1,361574,1696910
4,4,366093,1696917
6,4,-1,1696921
4,2,384092,1696951
4,1,-1,1696954
4,1,366327,1696958
4,2,379696,1696963
8,6,-1,1697102
9,4,-1,1697108
9,1,-1,1697114
5,3,-1,1697589
6,1,-1,1697592
6,4,-1,1697601
7,3,332462,1697606
7,2,-1,1697612
8,6,-1,1700196
8,6,-1,1700204
7,4,-1,1700210
7,2,-1,1700215
7,1,397273,1700221
6,3,-1,1700230
6,4,-1,1700237
5,5,-1,1700244
5,4,-1,1700248
8,4,1485184,1701637
9,2,744742,1701653
9,1,-1,1701661
9,7,356630,1701676
5,5,399458,1701683
2,1,337389,1702671
2,1,275341,1702673
2,1,334660,1702675
2,2,392318,1702678
2,1,375615,1702679
2,1,382214,1702681
2,2,377260,1702684
2,1,306607,1702685
3,2,335206,1702688
3,1,365729,1702690
3,2,388853,1702694
4,4,-1,1702699
4,3,306449,1702702
4,2,301861,1702705
4,1,368485,1702708
4,4,399585,1702715
3,2,396838,1702717
2,1,386092,1702719
2,2,365235,1702722
2,2,744327,1702724
2,1,396515,1702725
2,2,366264,1702728
2,2,396710,1702730
2,1,378742,1702731
2,2,379314,1702734
2,2,385892,1702736
3,2,388570,1702738
3,1,399232,1702740
9,6,-1,1702798
9,5,-1,1702806
5,1,390768,1704284
5,5,-1,1704293
4,1,1485180,1704294
4,3,-1,1704300
5,4,-1,1704305
5,3,744632,1704309
4,1,-1,1704312
5,5,368303,1704320
5,4,-1,1704324
6,5,-1,1705063
6,2,337768,1705066
6,2,-1,1705072
6,6,-1,1705082
7,5,-1,1705087
7,3,387751,1705092
6,2,-1,1705098
9,3,-1,1708764
9,2,366145,1708772
6,3,-1,1709423
8,7,-1,1709433
7,5,-1,1709439
7,4,-1,1709445
7,6,-1,1709454
9,2,744344,1709457
9,1,-1,1709465
4,3,368499,1709492
5,1,-1,1709494
5,1,392992,1709499
7,2,-1,1709505
6,1,-1,1709511
6,6,382232,1709522
6,4,-1,1709526
7,3,-1,1709647
7,1,271130,1709652
8,4,-1,1709662
8,3,-1,1709669
8,1,-1,1709675
5,3,-1,1712400
6,5,-1,1712407
3,2,384332,1712410
3,3,-1,1712414
6,3,-1,1713902
6,1,-1,1713906
6,3,-1,1713914
5,5,388472,1714009
5,4,-1,1714013
5,1,-1,1714015
6,5,368316,1714024
6,4,-1,1714029
8,2,-1,1714033
7,7,-1,1715063
7,6,-1,1715069
6,6,-1,1715076
4,3,1116013,1715169
4,3,-1,1715173
3,3,-1,1715177
4,2,399611,1715179
7,7,-1,1716215
6,4,306254,1716219
7,2,-1,1716223
9,3,-1,1716231
9,2,366317,1716239
9,7,-1,1716273
9,6,-1,1716281
9,2,-1,1716339
9,9,-1,1716355
9,6,-1,1716361
8,2,-1,1716366
8,1,-1,1716373
8,8,337772,1716388
8,7,-1,1716395
8,6,393244,1716402
3,2,332828,1719252
5,3,-1,1722891
5,4,-1,1722897
4,4,390104,1722902
5,5,386625,1722907
5,4,-1,1722911
6,2,384826,1722914
6,5,-1,1722923
6,3,397215,1722927
5,4,-1,1722934
4,4,-1,1722939
5,5,-1,1722944
7,3,399654,1722947
8,7,306831,1722958
7,5,-1,1722964
8,4,-1,1722970
8,3,-1,1722977
8,2,382811,1722984
7,1,-1,1722991
7,7,375455,1723004
7,5,-1,1723009
8,5,-1,1723016
8,4,-1,1723023
9,3,-1,1723030
8,1,-1,1723037
8,8,-1,1723052
6,3,-1,1723055
7,7,-1,1723065
6,5,-1,1723070
5,1,-1,1723241
4,2,334659,1723247
4,1,-1,1723250
4,3,-1,1723256
5,2,397555,1723259
5,5,1115946,1723267
5,4,-1,1723271
5,3,390793,1723275
6,1,-1,1723278
8,7,-1,1723290
8,6,-1,1723297
5,1,386623,1723300
5,5,-1,1723309
6,1,363404,1723310
6,6,-1,1723321
8,1,-1,1723322
6,3,-1,1727312
5,1,394670,1727316
6,5,-1,1727325
8,4,399064,1727330
8,1,-1,1727335
9,3,-1,1760734
8,3,-1,1760774
8,2,1114660,1760781
8,1,-1,1760788
8,8,-1,1760803
8,7,-1,1760810
8,5,366106,1760816
6,6,-1,1760825
6,5,744179,1760830
6,6,383344,1760837
6,5,-1,1760842
6,2,-1,1760845
7,4,-1,1760853
7,3,-1,1760859
6,1,-1,1760864
6,6,-1,1760875
6,3,393176,1760878
6,2,-1,1760883
7,1,-1,1760888
7,5,-1,1760899
8,6,-1,1760907
8,3,-1,1760912
8,6,-1,1767292
6,1,-1,1767295
5,2,-1,1767302
5,4,394696,1767315
6,3,-1,1767319
7,7,-1,1767329
8,2,-1,1767338
6,6,-1,1773830
6,5,-1,1773835
4,2,744727,1773838
4,3,-1,1773843
4,4,375260,1773848
4,3,337741,1773851
4,2,-1,1773854
3,1,375273,1773857
3,3,384050,1773862
3,1,-1,1773863
3,3,-1,1773868
3,2,323492,1773870
3,3,-1,1773874
4,4,-1,1773878
3,1,306816,1773879
3,2,366330,1773883
3,2,385009,1773886
3,1,-1,1773888
4,3,-1,1773893
4,2,-1,1773896
3,1,385375,1773899
4,1,-1,1773902
7,6,380034,1773911
7,5,365898,1773917
4,3,-1,1773922
4,3,-1,1773926
4,4,332830,1773931
4,2,-1,1773933
5,5,-1,1773940
5,3,390976,1773943
5,2,-1,1773947
5,1,-1,1773951
5,4,397215,1773959
5,3,337767,1773963
5,2,-1,1773967
5,3,-1,1773973
5,1,-1,1773976
4,4,-1,1773984
4,3,-1,1773987
4,1,359179,1773989
6,6,-1,1773998
5,1,-1,1773999
6,2,376585,1774005
8,6,-1,1774015
7,3,-1,1774020
7,7,395413,1774031
7,6,-1,1774037
8,6,392486,1774044
8,4,-1,1774050
7,4,-1,1775441
8,2,-1,1775446
9,1,-1,1775453
7,7,-1,1775468
6,5,-1,1775473
6,4,-1,1775478
6,2,-1,1775482
8,8,-1,1775494
8,7,399469,1775501
7,4,388302,1775506
7,2,-1,1775511
7,1,-1,1775517
8,8,-1,1775531
9,8,-1,1775539
9,3,-1,1775563
9,9,-1,1775588
9,8,-1,1775596
7,6,-1,1775603
6,3,-1,1775607
6,2,-1,1775612
6,1,-1,1775617
6,6,-1,1775628
7,5,-1,1775633
7,5,-1,1775640
8,4,-1,1775646
7,2,-1,1775652
6,1,-1,1775658
5,5,389769,1775668
5,4,-1,1775672
5,2,-1,1775675
4,2,383709,1775680
5,4,-1,1775686
6,4,396670,1775691
6,3,-1,1775696
5,3,-1,1775702
5,5,394304,1775709
5,5,-1,1775714
5,3,-1,1775717
5,1,-1,1775720
5,5,-1,1775729
5,4,-1,1775733
4,1,391041,1775735
4,4,-1,1775742
4,4,244765,1775746
4,3,-1,1775749
4,1,-1,1775751
5,5,-1,1775759
5,4,-1,1775763
5,3,-1,1775767
6,1,744295,1775770
5,4,396864,1775779
5,2,-1,1775782
6,5,-1,1775790
6,4,-1,1775795
6,5,-1,1775802
5,5,-1,1775808
5,4,-1,1775812
5,1,-1,1775814
5,5,-1,1775823
5,2,363935,1775825
5,5,-1,1775833
5,4,-1,1775837
5,1,-1,1775839
5,5,-1,1775848
6,5,1115869,1775853
6,4,-1,1775858
6,1,-1,1775861
5,4,-1,1775870
5,3,-1,1775874
5,2,379643,1775878
5,1,-1,1775882
5,4,-1,1775890
4,1,-1,1775892
4,3,-1,1775898
4,4,-1,1775903
4,3,-1,1775906
4,3,-1,1775910
4,1,-1,1775912
4,3,1115195,1775918
5,5,-1,1775924
3,3,368684,1775927
3,2,382192,1775929
3,3,365573,1775933
3,3,-1,1775936
3,2,240175,1775938
3,2,-1,1775941
3,2,368685,1775944
3,3,334659,1775948
3,2,2225121,1775950
3,1,392119,1775952
3,2,-1,1775956
3,2,306829,1775959
3,2,-1,1775962
3,2,306830,1775965
3,1,-1,1775967
4,3,395360,1775972
4,2,375664,1775975
3,3,394880,1775992
3,3,744350,1775995
4,2,-1,1781570
4,1,-1,1781573
4,4,273510,1781580
4,4,1114197,1781584
3,2,-1,1781586
3,3,-1,1781590
3,3,-1,1781593
6,4,-1,1783003
5,2,-1,1783007
5,4,-1,1783014
5,2,-1,1783017
6,1,-1,1783021
6,6,-1,1783032
6,5,-1,1783037
6,4,373192,1783042
6,6,-1,1783050
6,4,-1,1783054
6,3,-1,1783059
6,5,-1,1783067
6,3,-1,1783071
7,1,-1,1783075
6,6,-1,1783087
6,4,-1,1783091
7,1,-1,1783094
5,2,-1,1783102
6,1,-1,1783106
9,7,-1,1783136
8,3,-1,1783170
9,2,-1,1783177
7,5,381980,1783199
6,3,-1,1783204
6,2,-1,1783209
6,6,396684,1783219
5,5,744632,1783224
6,3,-1,1783227
6,2,-1,1783232
6,6,-1,1783242
6,5,1115131,1783247
6,3,-1,1783251
8,8,-1,1783262
8,7,-1,1783269
8,6,-1,1783276
8,5,-1,1783283
8,6,392510,1783292
7,5,-1,1783299
7,2,-1,1783303
5,3,-1,1783311
9,4,-1,1783317
2,1,368164,1783492
2,1,398909,1783494
3,2,306818,1783497
2,1,368498,1783499
2,2,375247,1783502
3,2,301705,1783504
3,1,-1,1783506
3,3,332802,1783511
3,1,399653,1783512
5,3,-1,1783517
5,2,-1,1783521
4,1,361559,1783546
4,4,-1,1783553
5,5,391032,1783558
5,3,-1,1783561
5,4,183054,1783567
5,3,-1,1783571
6,5,-1,1783578
6,1,-1,1783580
9,3,-1,1783593
9,2,-1,1783633
4,3,391020,1783735
5,2,-1,1783738
3,2,-1,1783743
3,1,399218,1783745
4,4,-1,1783751
4,2,368123,1783753
4,1,387727,1783756
4,4,273145,1783763
4,3,-1,1783766
5,2,399102,1783769
5,1,399074,1783773
5,5,-1,1783782
4,3,-1,1783785
4,2,389950,1783788
4,1,-1,1783791
3,3,382070,1783797
3,2,1115015,1783799
3,3,-1,1783803
3,2,-1,1783805
9,7,-1,1783890
9,2,-1,1783926
9,9,-1,1783954
9,8,-1,1783962
8,7,-1,1783970
8,6,-1,1783977
9,6,384060,1784028
9,1,-1,1784062
9,9,-1,1784079
7,3,-1,1785427
7,1,-1,1785432
7,6,-1,1785444
7,5,-1,1785450
5,3,2210715,1785455
6,3,-1,1785460
5,3,-1,1785558
4,4,-1,1785564
3,3,1115056,1785567
3,1,-1,1785568
3,1,399230,1785571
5,5,2008409,1785578
3,2,363404,1785580
3,1,-1,1785582
4,4,372529,1785588
4,3,384455,1785591
4,2,-1,1785594
5,4,-1,1785600
5,2,-1,1785603
4,1,-1,1787522
4,4,-1,1787529
4,3,743106,1787532
4,1,-1,1787534
5,5,-1,1787542
5,4,-1,1787546
5,4,-1,1787551
7,5,-1,1787557
7,3,-1,1787562
7,2,398909,1787568
7,7,399289,1787580
7,3,-1,1787583
8,8,-1,1787615
8,6,399624,1787621
8,4,-1,1787627
7,2,-1,1787633
6,1,-1,1787639
6,6,390820,1787650
6,3,-1,1787653
6,2,-1,1787658
6,6,381162,1787668
8,4,-1,1787672
9,3,-1,1787679
8,1,337771,1787686
8,8,-1,1787701
8,6,-1,1787707
9,6,399646,1787715
9,4,-1,1787722
9,2,-1,1787729
9,9,2227873,1787745
8,6,-1,1787751
8,4,-1,1787757
7,1,244935,1787762
8,6,-1,1787774
7,3,-1,1787779
7,1,-1,1787784
6,3,-1,1787793
4,1,386445,1789836
4,4,-1,1789843
4,2,360841,1789845
3,1,387558,1789848
3,3,-1,1789853
