@relation 'flopRank Instances list'

@attribute playersLeft numeric
@attribute position numeric
@attribute flopRank numeric
@attribute id numeric

@data
9,5,-1,2217402
2,2,306606,2217942
2,1,363896,2217943
2,2,394303,2217946
2,1,391046,2217947
2,2,375665,2217950
2,1,301705,2217951
2,2,359191,2217954
2,2,377823,2217956
2,1,381839,2217957
2,1,365770,2217959
2,1,389935,2217961
3,2,-1,2217964
3,3,399260,2217968
3,3,337588,2217971
3,2,-1,2217973
3,2,361530,2217976
4,4,-1,2217981
5,4,-1,2217985
5,1,-1,2217987
5,4,-1,2217995
2,1,2970356,2217997
2,1,399464,2217999
2,2,744152,2218002
2,1,394696,2218003
4,2,1485176,2218006
3,3,-1,2218011
5,3,-1,2218014
5,2,-1,2218018
6,6,-1,2218027
6,5,-1,2218032
6,4,-1,2218037
5,2,-1,2218981
5,5,-1,2218989
4,2,398191,2218991
5,5,-1,2218998
5,4,-1,2219002
5,3,-1,2219006
5,2,-1,2219010
5,1,-1,2219014
5,4,-1,2219022
4,1,382203,2219024
4,4,-1,2219031
4,3,-1,2219034
4,2,-1,2219037
4,1,-1,2219040
4,4,-1,2219047
4,2,-1,2219049
5,4,-1,2219055
5,5,365768,2219061
5,4,-1,2219065
5,2,-1,2219068
5,1,395187,2219072
5,4,-1,2219080
5,2,744292,2219083
5,4,-1,2219090
6,5,-1,2219548
5,1,-1,2219550
4,4,-1,2219558
5,2,-1,2219560
5,5,-1,2219568
6,2,-1,2219570
6,1,-1,2219575
6,6,-1,2219586
6,3,399470,2219589
7,1,-1,2219593
7,6,399581,2219605
6,5,399088,2219611
6,3,-1,2219615
6,6,-1,2219624
7,5,-1,2219629
7,4,-1,2219635
7,3,-1,2219641
7,6,-1,2219651
5,2,368459,2219698
5,1,-1,2219702
6,6,-1,2219712
5,1,-1,2219713
7,4,379502,2220345
6,2,-1,2220350
6,1,-1,2220355
6,6,-1,2220366
6,5,-1,2220371
5,2,-1,2220374
5,1,-1,2220378
4,4,-1,2220386
4,3,-1,2220389
4,1,-1,2220391
4,4,-1,2220398
4,3,-1,2220401
4,1,337576,2220403
4,3,379516,2220409
4,1,-1,2220411
4,4,-1,2220418
5,4,361571,2220422
5,3,-1,2220426
5,2,1116045,2220430
5,4,744731,2220437
5,2,1113997,2220440
5,5,-1,2220448
5,3,-1,2220451
7,7,-1,2220460
7,7,-1,2220467
6,5,-1,2220472
7,4,-1,2220477
6,1,-1,2220481
8,2,-1,2220510
9,1,-1,2220517
9,9,-1,2220534
7,4,-1,2224033
7,3,-1,2224039
8,2,-1,2245195
8,1,-1,2245202
7,7,-1,2245216
7,6,-1,2245222
7,5,390863,2245228
7,4,744701,2245234
7,1,-1,2245238
7,7,389558,2245251
7,6,-1,2245257
7,5,-1,2245263
7,3,399090,2245268
7,1,-1,2245273
7,7,-1,2245286
7,5,-1,2245291
8,7,-1,2245300
8,6,-1,2245307
8,3,-1,2245312
8,2,-1,2245319
8,8,399570,2245333
8,7,-1,2245340
8,3,-1,2245344
8,8,237809,2245357
8,5,-1,2245362
7,2,368488,2245367
7,1,-1,2245373
7,7,397077,2245386
7,5,-1,2245391
7,4,-1,2245397
6,6,-1,2245406
6,5,384445,2245411
6,4,744582,2245416
6,1,392866,2245419
6,5,-1,2245429
5,4,398881,2245434
4,4,266357,2245439
4,4,-1,2245443
4,2,386386,2245445
4,3,306449,2245450
4,4,396891,2245455
4,1,-1,2245456
4,2,368698,2245461
4,4,337767,2245467
5,3,387572,2245470
5,2,399654,2245474
5,1,-1,2245478
6,6,-1,2245488
6,3,-1,2245491
6,2,373232,2245496
6,1,390976,2245501
6,6,-1,2245512
6,4,2227775,2245516
6,3,386473,2245521
6,2,-1,2245526
6,1,-1,2245531
6,4,-1,2245540
6,6,-1,2245548
6,4,-1,2245552
6,3,-1,2245557
7,1,-1,2245561
7,7,-1,2245574
7,6,-1,2245580
7,5,399425,2245586
7,1,-1,2245589
6,5,-1,2245600
6,4,-1,2245605
6,3,-1,2245610
6,1,-1,2245614
6,6,397599,2245625
6,5,-1,2245630
6,3,-1,2245634
6,2,-1,2245639
6,1,-1,2245644
5,5,743941,2245789
5,4,-1,2245793
5,3,398908,2245797
5,2,-1,2245801
5,1,-1,2245805
4,1,397048,2245810
4,2,390865,2245815
4,3,-1,2245820
4,4,337743,2245825
4,4,-1,2245829
4,4,743293,2245833
4,4,-1,2251680
4,3,-1,2251683
4,2,397255,2251686
4,3,-1,2251691
5,2,-1,2251694
5,1,-1,2251698
5,4,-1,2251706
5,3,-1,2251710
5,2,-1,2251714
5,1,-1,2251718
5,5,337757,2251727
6,3,-1,2251730
6,5,-1,2251738
3,1,-1,2251740
3,3,-1,2251745
3,3,-1,2251748
3,2,388819,2251750
3,1,-1,2251752
3,3,-1,2251757
3,1,275877,2251758
4,2,-1,2251762
4,4,-1,2252846
6,6,-1,2253473
4,3,392457,2254493
4,4,361517,2254498
4,3,-1,2254501
4,3,390988,2254505
4,3,-1,2254509
2,1,268751,2254513
2,2,393226,2254516
2,2,384260,2254518
2,2,382078,2254520
2,1,361574,2254521
9,4,-1,2254725
9,3,-1,2254733
9,9,-1,2254758
9,8,-1,2254766
9,7,-1,2254774
9,6,-1,2254782
9,5,-1,2254790
9,4,-1,2254798
9,2,-1,2254805
9,1,-1,2254813
9,9,399471,2254830
8,4,-1,2254834
8,3,368343,2254841
8,2,-1,2254848
8,1,-1,2254855
8,7,-1,2254869
8,5,-1,2254875
7,3,-1,2254881
7,2,-1,2254887
8,8,-1,2254900
8,6,-1,2254906
8,5,-1,2254913
7,2,-1,2254918
7,1,-1,2254924
6,6,337404,2254936
6,4,-1,2254940
2,2,386360,2254944
2,1,381864,2254945
2,1,385372,2254947
4,2,-1,2254950
4,2,-1,2254954
5,5,-1,2254961
5,3,-1,2254964
4,3,-1,2254969
4,4,-1,2254974
5,3,-1,2254977
5,5,-1,2254984
5,1,-1,2254985
5,5,-1,2254994
5,4,-1,2254998
5,3,390966,2255002
5,2,384023,2255006
5,3,-1,2255012
8,6,-1,2256308
8,5,-1,2256315
8,4,-1,2256322
8,3,-1,2256329
8,2,-1,2256336
8,1,-1,2256343
8,8,332827,2256358
8,7,-1,2256365
8,5,-1,2256371
8,4,-1,2256378
7,2,-1,2256384
7,1,-1,2256390
7,7,-1,2256403
8,6,-1,2256409
8,5,-1,2256416
4,3,384268,2258772
3,3,-1,2258776
3,3,-1,2258779
3,2,-1,2258781
3,3,337730,2258785
3,1,384062,2258786
3,2,386651,2258790
3,3,388276,2258794
3,2,-1,2258796
3,3,388248,2258800
2,1,388641,2258801
2,2,1115128,2258804
2,2,378964,2258806
2,2,386191,2258808
2,2,397077,2258810
2,2,390653,2258812
2,1,359191,2258813
2,2,365926,2258816
2,2,268554,2258818
2,2,383826,2258820
2,2,367588,2258822
2,2,361558,2258824
2,1,398698,2258825
2,1,366137,2258827
2,2,390678,2258830
2,1,374924,2258831
2,2,743490,2258834
2,2,361543,2258836
2,1,337701,2258837
2,2,335206,2258840
2,2,743607,2258842
2,2,744000,2258844
2,2,381711,2258846
2,2,332801,2258848
2,2,365236,2258850
2,2,744507,2258852
2,2,335026,2258854
3,1,394708,2258855
3,3,-1,2258860
3,2,382261,2258862
3,3,-1,2258866
3,2,-1,2258868
3,3,-1,2258872
3,1,394499,2258873
3,3,-1,2258878
3,1,-1,2258879
4,1,-1,2258882
4,2,365924,2258887
4,1,396360,2258890
4,2,386516,2258895
4,4,-1,2258901
3,1,-1,2258902
3,3,363038,2258907
3,3,-1,2258910
4,3,-1,2258913
4,1,397216,2258915
4,1,-1,2258919
4,4,744502,2258926
4,4,306072,2258930
4,2,398177,2258932
4,1,-1,2272257
4,2,-1,2272262
4,4,214008,2272268
4,3,-1,2272271
4,1,-1,2272273
5,3,-1,2272279
5,1,-1,2272282
7,6,368134,2272292
7,3,359193,2272296
7,6,390821,2272306
7,5,-1,2272312
7,4,-1,2272318
8,3,-1,2272324
8,1,-1,2272330
2,2,744340,2272544
2,2,330267,2272546
2,1,744326,2272547
2,1,242554,2272549
2,2,399429,2272552
2,1,390988,2272553
3,3,363741,2272557
3,1,394485,2272558
3,3,-1,2272563
3,1,-1,2272564
3,3,399233,2272569
3,1,266370,2272570
3,1,398737,2272573
3,3,-1,2272578
3,1,-1,2272579
7,4,-1,2279691
7,2,183066,2279696
8,7,-1,2279708
8,5,-1,2279714
7,2,-1,2279719
8,1,-1,2279725
8,8,-1,2279740
8,7,-1,2279747
9,1,-1,2279749
9,5,306649,2279792
9,3,394851,2279799
9,2,-1,2279807
9,8,-1,2279822
9,3,-1,2279856
9,3,-1,2279865
9,1,-1,2279872
9,9,-1,2279889
9,8,-1,2279897
9,7,-1,2279905
9,6,-1,2279913
7,5,397233,2279937
7,4,-1,2279943
7,6,-1,2279952
7,4,-1,2279957
6,1,-1,2279961
6,6,-1,2279972
6,5,-1,2279977
6,4,-1,2279982
6,2,-1,2279986
5,1,-1,2279991
5,3,-1,2279998
5,5,-1,2280005
4,3,398374,2280008
5,2,399036,2280011
5,1,-1,2280015
5,3,-1,2280022
5,2,-1,2280026
4,1,-1,2280030
5,3,-1,2280036
5,1,-1,2280039
6,6,-1,2280049
6,5,387754,2280054
7,5,-1,2280060
6,3,-1,2280065
6,2,-1,2280070
7,5,-1,2280079
7,4,-1,2280085
7,3,-1,2280091
8,8,-1,2280103
8,7,-1,2280110
8,6,335379,2280117
8,4,-1,2280123
5,1,-1,2280128
6,4,1485183,2280136
6,2,379643,2280140
5,5,-1,2280149
4,1,-1,2280150
4,1,-1,2280154
4,1,-1,2280158
4,2,-1,2280163
4,4,-1,2280169
5,5,-1,2280174
6,5,273511,2280179
5,3,-1,2280183
3,1,306826,2280486
3,3,-1,2280491
3,1,-1,2280492
3,2,209235,2280496
3,1,1115310,2280498
3,2,399634,2280502
3,3,332828,2280506
3,1,-1,2280507
3,2,-1,2280511
3,3,744742,2280515
5,1,-1,2280516
4,4,379977,2280524
4,2,-1,2280526
4,3,-1,2280531
5,2,393226,2280534
5,5,-1,2280542
5,2,-1,2280544
6,1,-1,2280548
5,3,397599,2280556
4,2,392509,2280560
4,3,399270,2280565
4,4,-1,2280570
4,3,-1,2280573
5,2,304421,2280576
6,1,-1,2280580
6,5,-1,2280590
6,4,-1,2280595
6,1,397203,2280598
6,6,-1,2280609
6,5,-1,2280614
6,4,-1,2280619
6,3,-1,2280624
6,5,-1,2280632
5,1,-1,2280634
5,4,386638,2280642
6,2,-1,2280645
6,5,-1,2280654
5,3,368528,2280658
4,2,363740,2280662
3,1,-1,2280665
8,2,-1,2281087
9,9,365235,2281102
9,6,-1,2281108
8,5,-1,2281116
7,4,-1,2281123
8,6,-1,2281132
4,4,330450,2281970
4,3,-1,2281973
4,1,392107,2281975
4,3,-1,2281981
4,4,-1,2281998
6,6,-1,2282004
6,4,-1,2282008
6,2,-1,2282012
6,1,388821,2282017
6,6,1115379,2282028
6,2,-1,2282030
4,3,-1,2283217
4,4,397061,2283222
4,4,-1,2283226
5,4,-1,2283230
5,5,-1,2283236
5,4,-1,2283240
5,1,-1,2283242
4,4,363588,2283250
4,2,365391,2283252
5,5,398556,2283259
6,5,399543,2283264
6,4,-1,2283269
6,3,397059,2283274
6,2,-1,2283279
6,1,743981,2283284
6,5,744708,2283294
6,2,244401,2283297
6,6,-1,2283307
6,5,365769,2283312
6,4,744516,2283317
6,3,-1,2283322
7,6,-1,2283331
7,3,-1,2283335
7,2,-1,2283341
7,7,-1,2283353
9,6,-1,2283359
5,2,-1,2283833
4,2,-1,2284627
3,1,-1,2284630
3,1,-1,2284633
3,2,398529,2284637
3,1,744693,2284639
4,3,-1,2284644
4,2,-1,2284647
4,4,-1,2284653
3,2,377455,2284655
2,2,380047,2284658
2,1,244752,2284659
2,1,1116060,2284661
4,1,1115999,2288777
3,3,-1,2288783
3,2,365404,2288785
3,3,-1,2288789
3,1,388819,2288790
3,3,366319,2288795
4,2,337351,2288797
4,1,-1,2288800
4,4,-1,2288807
4,3,383488,2288810
4,1,-1,2288812
5,3,-1,2288818
6,2,-1,2288822
6,5,386091,2288831
6,4,-1,2288836
6,3,367967,2288841
6,2,-1,2288846
6,1,-1,2288851
6,6,-1,2288862
6,4,365965,2288866
4,2,-1,2288870
4,4,-1,2288876
4,2,363207,2288878
4,1,744738,2288881
4,3,-1,2288887
5,2,-1,2288890
6,1,-1,2288894
6,6,744389,2288905
6,4,-1,2288909
6,3,-1,2288914
7,2,-1,2288919
7,1,-1,2288925
7,7,-1,2288938
7,5,-1,2288943
8,4,-1,2288949
8,3,-1,2288956
9,2,-1,2288963
9,1,-1,2288971
9,9,399102,2288988
9,5,-1,2289013
9,4,-1,2289021
9,3,-1,2289029
8,2,-1,2289037
8,1,-1,2289044
6,5,-1,2289056
6,4,393007,2289061
5,3,-1,2289066
3,2,379654,2289070
3,2,-1,2289073
3,3,-1,2289077
3,3,2227783,2289080
3,1,-1,2289081
3,1,-1,2289084
3,1,-1,2289087
4,4,-1,2289093
4,3,-1,2289096
6,2,1115183,2289099
6,1,-1,2289104
6,5,-1,2289114
6,4,-1,2289119
4,1,-1,2289122
5,4,-1,2289129
6,3,-1,2289133
6,2,-1,2289138
6,1,384345,2289143
5,5,-1,2289153
4,3,-1,2289156
5,2,361571,2289159
5,1,397267,2289163
5,4,368316,2289171
4,2,396895,2289174
4,1,-1,2289177
3,1,-1,2289181
3,2,-1,2289185
3,3,366095,2289189
3,3,-1,2289192
2,2,744742,2289194
2,1,306831,2289195
2,2,393247,2289198
7,1,-1,2291679
7,7,382079,2291692
8,3,-1,2291695
6,1,-1,2291701
7,6,-1,2291712
7,2,214008,2291715
7,1,-1,2291721
7,7,-1,2291734
6,2,395442,2291736
6,2,393199,2291742
6,6,-1,2291752
9,2,-1,2291754
9,1,367952,2291762
9,9,-1,2291779
9,5,-1,2291784
9,4,-1,2291822
9,3,-1,2291830
9,2,-1,2291838
9,9,-1,2291854
9,8,-1,2291862
9,7,363953,2291870
9,6,390852,2291998
9,6,-1,2292007
9,5,-1,2292015
9,4,-1,2292023
2,1,378755,2292533
3,3,332995,2292537
3,2,301705,2292539
3,3,-1,2292543
3,2,-1,2292545
3,3,1485180,2292549
3,3,306619,2292552
3,2,388656,2292554
3,1,377810,2292556
3,2,152113,2292560
3,3,214007,2292564
3,3,-1,2292567
3,2,390810,2292569
3,3,-1,2292573
3,1,-1,2292574
3,2,-1,2292578
3,3,-1,2292582
3,3,304252,2292585
3,1,-1,2292586
3,2,388852,2292590
3,3,388429,2292594
3,2,359190,2292596
3,1,-1,2292598
3,3,383671,2292603
3,2,-1,2292605
4,2,388739,2292608
4,4,-1,2292614
4,3,337755,2292617
4,1,-1,2292619
4,3,394825,2292625
4,1,367953,2292627
4,2,-1,2292632
4,4,-1,2292638
4,3,368683,2292641
4,3,-1,2292645
6,2,-1,2292648
7,1,-1,2298400
7,6,744378,2298412
7,5,-1,2298418
7,3,-1,2298423
7,2,-1,2298429
7,7,-1,2298441
6,4,-1,2298445
7,3,-1,2298450
7,2,301692,2298456
7,7,-1,2298468
7,6,-1,2298474
6,6,-1,2298481
7,3,-1,2298484
8,8,-1,2298496
7,6,-1,2298502
7,2,-1,2298505
7,1,-1,2298511
7,7,392823,2298524
7,6,-1,2298530
7,5,-1,2298536
3,2,-1,2299951
3,1,-1,2299953
3,3,-1,2299958
3,1,-1,2299959
3,3,-1,2299964
4,4,-1,2299968
5,5,-1,2299973
5,4,-1,2299977
5,4,-1,2299982
5,3,1116046,2299986
5,2,-1,2299990
5,5,-1,2299998
5,1,363038,2299999
5,4,-1,2300007
5,1,-1,2300009
5,5,388297,2300018
6,2,-1,2300020
7,6,-1,2300030
7,4,-1,2300035
7,7,-1,2300045
8,5,-1,2300050
8,4,-1,2300057
3,1,394891,2300463
3,2,275483,2300467
3,1,744682,2300469
3,3,394161,2300474
3,2,382047,2300476
3,2,-1,2300479
2,1,399607,2300481
2,1,336830,2300483
2,2,359193,2300486
2,2,397063,2300488
2,1,744193,2300489
2,2,361560,2300492
2,2,744287,2300494
2,2,266371,2300496
3,3,352040,2300499
3,2,337041,2300501
3,1,397260,2300503
4,4,-1,2300509
5,2,-1,2300511
5,5,-1,2300519
6,4,-1,2300523
6,6,-1,2301098
5,4,-1,2301102
4,4,-1,2301107
4,3,390676,2301110
4,2,-1,2301113
4,4,-1,2301119
5,4,-1,2301123
4,1,-1,2302854
5,5,-1,2302862
5,4,-1,2302866
5,3,386468,2302870
5,5,337545,2302877
4,4,-1,2302881
4,3,-1,2302884
5,5,-1,2304093
4,1,-1,2304094
4,1,-1,2306623
4,3,-1,2306629
5,3,-1,2306633
5,5,399650,2306640
5,4,-1,2306644
5,2,-1,2306647
5,1,-1,2306651
6,5,-1,2306660
5,1,-1,2306662
4,2,-1,2306668
5,5,395440,2306675
4,1,-1,2306676
5,2,-1,2306681
5,2,-1,2306686
5,5,-1,2306694
5,4,-1,2306698
5,2,-1,2306701
5,4,377864,2306708
5,2,-1,2306711
9,6,-1,2314601
9,6,-1,2314610
9,5,-1,2314618
9,3,-1,2314625
9,9,-1,2314650
9,7,392275,2314657
8,4,-1,2314663
8,2,-1,2314669
8,1,-1,2314676
8,8,-1,2314691
5,5,-1,2314696
5,3,-1,2314699
5,3,-1,2314704
5,2,377858,2314708
5,5,399101,2314716
5,4,-1,2314720
5,3,-1,2314724
5,2,-1,2314728
6,1,372909,2314732
6,6,-1,2314743
6,5,-1,2314748
6,4,333013,2314753
5,2,-1,2314757
6,1,393614,2314761
6,5,-1,2314771
6,4,-1,2314776
6,3,-1,2314781
6,1,-1,2314785
6,4,-1,2314794
7,3,-1,2314799
6,1,743460,2314804
6,4,-1,2314813
6,1,744738,2314816
5,3,-1,2314824
4,4,-1,2314830
6,5,337562,2314835
6,2,395187,2314838
4,1,-1,2314843
5,5,-1,2314851
4,4,-1,2314855
4,2,-1,2314857
4,1,-1,2314860
6,2,-1,2314865
6,4,-1,2314873
6,4,-1,2314879
6,6,-1,2314887
6,5,-1,2314892
6,4,382811,2314897
6,1,-1,2314900
6,5,-1,2314910
6,1,-1,2314912
6,6,-1,2314923
6,1,399191,2314924
6,2,306100,2314931
6,3,388781,2314938
6,1,366316,2314942
7,6,-1,2314953
7,5,-1,2314959
7,1,-1,2314962
7,7,374868,2314975
7,6,-1,2314981
7,4,393227,2314986
7,3,-1,2314992
7,2,-1,2314998
7,1,373460,2315004
7,3,-1,2315013
7,1,-1,2315018
7,5,-1,2315029
5,3,744180,2316210
5,2,-1,2316214
5,1,-1,2316218
8,1,384826,2316223
9,9,-1,2316239
9,7,-1,2316246
8,3,377838,2317944
7,7,-1,2317956
6,2,-1,2320442
5,1,-1,2320447
5,5,365968,2320456
6,4,306829,2320460
9,7,-1,2321348
9,5,-1,2321355
8,3,-1,2321362
9,3,-1,2321370
9,2,-1,2321378
7,6,-1,2321391
7,5,-1,2321397
4,4,337589,2322182
4,2,-1,2322184
4,1,-1,2322187
4,1,306255,2322191
4,1,-1,2322195
4,4,-1,2322202
4,2,395245,2322204
4,1,-1,2322207
4,3,-1,2333741
4,2,365587,2333744
4,1,-1,2333747
4,4,399425,2333754
4,1,-1,2333755
4,3,-1,2333761
4,2,744519,2333764
4,4,-1,2333770
6,4,-1,2333774
6,3,-1,2333779
6,2,-1,2333784
6,6,-1,2333794
6,5,-1,2333799
6,3,-1,2333803
7,7,-1,2333813
7,1,-1,2337947
8,8,213824,2337961
8,5,-1,2337966
8,4,-1,2337973
9,3,-1,2337980
7,7,-1,2343547
7,6,-1,2343553
6,5,-1,2343559
6,4,-1,2343564
6,3,-1,2343569
8,3,1116041,2346517
6,6,393121,2346528
6,5,335180,2346533
6,3,-1,2346537
6,1,-1,2346541
6,5,-1,2346551
6,4,-1,2346556
8,1,-1,2346559
8,8,-1,2346574
8,5,-1,2346579
8,4,-1,2346586
8,2,-1,2346592
2,2,377390,2355093
2,2,366328,2355095
5,4,-1,2355099
5,2,-1,2355102
5,1,-1,2355106
5,3,-1,2355113
6,2,-1,2355117
2,2,274976,2358934
5,5,-1,2358939
5,4,-1,2358943
6,4,-1,2358948
5,3,-1,2370280
4,3,306649,2370285
5,2,-1,2370288
5,5,-1,2370296
5,4,-1,2370300
5,4,399048,2370305
5,4,-1,2370310
5,1,-1,2370312
5,4,-1,2370320
5,5,-1,2370326
5,5,-1,2370343
5,4,389741,2370347
5,3,306462,2370351
5,5,394890,2370358
5,5,-1,2370363
5,5,384333,2370368
4,4,-1,2370372
4,3,-1,2370375
9,5,-1,2370613
4,2,389220,2381010
4,4,388838,2381016
5,4,-1,2381020
6,4,-1,2381025
5,2,-1,2381029
4,3,396176,2381035
3,3,-1,2381039
3,2,399471,2381041
3,2,744148,2381044
3,1,-1,2381046
3,1,744579,2381049
2,2,380047,2381053
2,1,301886,2381054
2,2,384361,2381057
2,2,393205,2381059
2,1,396359,2381060
2,1,386558,2381062
2,1,381332,2381064
2,1,387751,2381066
2,2,394487,2381069
2,2,399647,2381071
2,1,337715,2381072
2,2,377260,2381075
3,3,392275,2381078
6,2,393225,2381080
5,3,-1,2381087
6,2,361574,2381091
6,4,-1,2381099
6,3,-1,2381104
6,1,-1,2381108
6,6,368709,2381119
6,3,-1,2381122
6,6,-1,2381131
6,6,396513,2381137
6,5,-1,2381142
6,3,399583,2381146
6,2,365953,2381151
6,1,-1,2381156
6,2,-1,2381163
7,1,337753,2384723
9,7,-1,2386067
9,1,368514,2386100
9,9,-1,2386117
9,8,386620,2386125
4,2,363766,2388368
4,2,-1,2388372
4,4,-1,2388378
4,1,-1,2388379
4,3,-1,2388385
4,2,379994,2388388
4,3,386274,2388393
4,3,368135,2388397
5,5,-1,2388403
5,4,242528,2388407
9,2,-1,2394722
9,1,-1,2394730
9,9,-1,2394747
9,9,-1,2394756
9,8,394487,2394764
9,6,-1,2394781
8,3,-1,2394787
8,7,-1,2394799
8,5,-1,2394805
8,3,-1,2394811
9,2,-1,2394818
9,1,-1,2394826
9,8,-1,2394842
9,7,-1,2394850
9,6,-1,2394858
8,4,-1,2394865
9,2,-1,2394871
9,1,-1,2394879
9,8,-1,2394905
8,6,-1,2394912
9,5,-1,2394919
9,3,-1,2394936
9,1,-1,2394943
9,9,-1,2394960
9,7,-1,2394967
9,2,-1,2394971
9,1,-1,2394979
9,9,-1,2394996
9,8,-1,2395004
9,7,-1,2395012
9,6,-1,2395020
8,5,363545,2395028
8,4,-1,2395035
6,3,-1,2397799
6,2,395358,2397804
5,3,-1,2397811
5,2,-1,2397815
5,2,302044,2397820
6,3,-1,2397826
6,1,-1,2397830
6,5,-1,2397840
6,4,-1,2397845
6,3,-1,2397850
6,6,-1,2397859
6,5,1114687,2397864
6,4,-1,2397869
5,1,-1,2397872
5,4,-1,2397880
5,2,-1,2397883
5,1,-1,2397887
5,5,-1,2397896
5,4,392515,2397900
6,4,-1,2397905
7,1,-1,2397908
7,7,1115169,2397921
7,6,-1,2397927
7,4,393034,2397932
7,2,-1,2397937
7,5,-1,2397947
7,4,-1,2397953
7,3,-1,2397959
7,2,1116060,2397965
6,6,-1,2397976
6,5,-1,2397981
5,5,-1,2397987
9,7,-1,2398787
2,1,388484,2399427
2,2,399231,2399430
2,2,306788,2399432
2,1,377832,2399433
2,2,361374,2399436
2,2,363924,2399438
2,1,382047,2399439
2,2,393004,2399442
2,2,384177,2399444
2,2,398906,2399446
2,2,306098,2399448
2,2,363194,2399450
6,2,388441,2400471
4,3,-1,2400478
5,4,-1,2400483
6,5,-1,2400489
6,3,-1,2400493
6,1,743793,2400497
6,5,-1,2400507
6,3,-1,2400511
6,1,1485184,2400515
6,3,-1,2400523
6,2,386611,2400528
6,5,1115732,2400537
6,6,-1,2400544
6,5,-1,2400549
6,5,395188,2400555
6,3,-1,2400559
6,2,-1,2400564
6,5,-1,2400573
6,4,1115195,2400578
6,6,-1,2400586
6,4,-1,2400590
4,1,-1,2400593
4,1,-1,2400597
6,4,-1,2400604
3,3,-1,2401386
3,1,-1,2401387
3,3,-1,2401392
3,2,385894,2401394
3,1,-1,2401396
3,3,-1,2401401
4,2,-1,2401403
4,1,-1,2401406
4,4,-1,2401413
4,3,744658,2401416
4,2,-1,2401419
4,1,-1,2401422
4,4,-1,2401429
4,3,-1,2401432
4,2,-1,2401435
4,4,-1,2401441
4,3,396903,2401444
4,2,-1,2401447
4,4,-1,2401453
4,1,-1,2401454
4,4,377677,2401461
3,3,-1,2401464
3,2,-1,2401466
3,1,-1,2401468
3,3,-1,2401473
3,3,379992,2401476
3,2,379854,2401478
3,3,-1,2401482
3,2,379315,2401484
3,3,-1,2401488
3,1,399609,2401489
4,3,-1,2401494
4,1,306649,2401496
4,3,368709,2401502
4,2,-1,2401505
3,2,-1,2401509
3,1,368526,2401511
3,1,392865,2401514
3,3,1115349,2401519
3,2,-1,2401521
3,2,1115720,2401524
3,3,-1,2401528
3,2,399612,2401530
3,1,-1,2401532
3,3,744012,2401537
3,2,299691,2401539
3,2,382065,2401542
3,1,-1,2401544
3,3,390487,2401549
4,2,-1,2401551
4,1,-1,2401554
4,3,-1,2401560
4,2,-1,2401563
4,3,304452,2401568
4,1,-1,2401570
4,4,-1,2401577
4,3,-1,2401580
4,2,-1,2401583
4,4,385727,2401589
4,3,-1,2401592
4,2,-1,2401595
4,1,-1,2401598
4,4,-1,2401605
4,2,2160916,2401607
4,1,365602,2401610
4,4,-1,2401617
4,3,-1,2401620
4,2,744353,2401623
4,1,397163,2401626
4,1,-1,2401630
4,4,390459,2401637
4,2,-1,2401639
4,2,-1,2401643
4,1,-1,2401646
4,2,388838,2401651
4,4,-1,2401657
4,3,-1,2401660
4,2,388831,2401663
5,4,395200,2401669
5,2,-1,2401672
5,1,-1,2401676
5,5,-1,2401685
5,3,-1,2401688
5,2,-1,2401692
5,4,-1,2401981
6,2,-1,2401984
6,5,395241,2401993
6,3,388654,2401997
7,7,386037,2402007
6,5,-1,2402012
6,4,-1,2402017
6,3,393224,2402022
6,2,-1,2402027
6,5,392301,2402036
6,4,-1,2402041
6,2,-1,2402045
6,1,-1,2402050
6,4,304423,2402059
6,3,397088,2402064
6,1,-1,2402068
7,3,368342,2402076
7,2,-1,2402082
7,1,-1,2402088
7,7,-1,2402101
7,6,-1,2402107
5,4,393173,2402369
6,1,-1,2402371
6,6,-1,2402382
6,5,-1,2402387
6,3,-1,2402391
6,2,-1,2402396
6,6,-1,2402406
6,5,-1,2402411
7,2,-1,2402414
7,1,-1,2402420
6,6,-1,2402432
6,5,743126,2402437
6,2,1114698,2402440
6,1,-1,2402445
6,6,-1,2402456
6,4,-1,2402460
6,3,-1,2402465
6,5,-1,2402473
6,3,-1,2402477
6,6,-1,2402486
6,5,-1,2402491
6,2,-1,2402494
6,1,-1,2402499
6,5,-1,2402509
6,3,-1,2402513
6,2,-1,2402518
6,1,-1,2402523
6,6,-1,2402534
6,4,-1,2402538
6,3,388664,2402543
6,5,-1,2402551
6,4,335375,2402556
6,2,-1,2402560
6,1,-1,2402565
5,1,-1,2402571
5,5,-1,2402580
5,3,-1,2402583
5,2,398881,2402587
5,5,-1,2402595
5,4,-1,2402599
5,3,-1,2402603
5,2,377247,2402607
5,5,-1,2402615
5,4,399650,2402619
5,3,399245,2402623
5,5,-1,2402630
5,4,-1,2402634
5,5,-1,2402640
5,2,366149,2402642
5,1,-1,2402646
5,3,-1,2402653
5,1,-1,2402656
5,5,-1,2402665
5,3,-1,2402668
5,2,-1,2402672
5,4,-1,2402679
5,2,-1,2402682
6,5,393204,2402690
6,4,-1,2402695
6,3,-1,2402700
6,1,-1,2402704
6,6,743664,2402715
6,5,-1,2402720
6,4,-1,2402725
6,3,-1,2402730
6,2,-1,2402735
6,1,-1,2402740
7,7,337587,2402752
7,5,383891,2402757
