@relation 'Turn Round 1'

@attribute playersLeft numeric
@attribute position numeric
@attribute rank numeric
@attribute playersStreet numeric
@attribute pot numeric
@attribute chips numeric
@attribute chipsBets numeric
@attribute action string

@data
2,2,744498,2,280,8851,180,c:40
2,1,367616,2,240,8761,160,c:40
2,1,393190,2,160,8581,120,c:40
6,1,396360,2,280,2051,160,c:40
6,3,1115649,2,450,2251,220,r:80
3,1,743651,3,420,2631,140,c:0
9,2,368333,4,580,3736,160,c:0
9,1,391020,4,240,4816,100,c:0
5,1,744651,3,600,5354,220,r:40
4,2,744179,2,180,5854,80,c:40
6,6,744453,3,640,6064,220,c:40
4,1,368699,2,220,21948,100,c:40
4,2,332464,2,210,22028,220,c:40
4,2,395439,2,330,22053,160,c:40
4,2,386272,2,210,21933,140,c:40
4,4,1485184,2,450,22233,260,r:80
4,3,744664,2,350,22503,200,r:80
4,2,395245,3,600,22668,240,c:40
2,1,1485184,2,520,22728,420,r:80
2,1,399469,2,320,22848,200,r:80
2,1,396724,2,280,22798,180,c:40
6,3,743646,2,570,23098,260,r:80
7,3,1116039,2,610,23478,260,r:80
5,4,332463,2,290,22358,200,c:40
4,1,306648,2,360,22208,260,c:40
4,1,386107,2,380,22228,340,c:40
